SMILES_CS,SMILES_rad,BDE_kJ,BDE_kcal
FC1(C(F)(F)F)C(C(F)(C(F)(F)F)C(C(F)(C(F)(F)F)C(F)1F)(F)F)(F)F,FC1(C(F)(F)F)C([C](C(F)(F)F)C(C(F)(C(F)(F)F)C(F)1F)(F)F)(F)F,386.5083277,92.3763
FC1(C(F)(F)F)C(C(F)(C(F)(F)F)C(C(F)(C(F)(F)F)C(F)1F)(F)F)(F)F,FC1(C(F)(F)F)C(C(F)(C(F)(F)F)[C](C(F)(C(F)(F)F)C(F)1F)F)(F)F,421.5042553,100.7404
FC1(C(F)(F)F)C(C(F)(C(F)(F)F)C(C(F)(C(F)(F)F)C(F)1F)(F)F)(F)F,FC1(C(F)(F)F)C(C(F)([C](F)F)C(C(F)(C(F)(F)F)C(F)1F)(F)F)(F)F,475.3958331,113.6206
FC(C(N)=O)(OC)C(F)(F)F,NC([C](OC)C(F)(F)F)=O,435.1593657,104.004
FC(C(N)=O)(OC)C(F)(F)F,FC(C(N)=O)(OC)[C](F)F,507.5876012,121.3145
FC(C(N)=O)C(F)(F)F,NC([CH]C(F)(F)F)=O,435.4639656,104.0768
FC(C(N)=O)C(F)(F)F,FC(C(N)=O)[C](F)F,502.1395318,120.0124
CC(C([O-])=O)(F)F,C[C](C([O-])=O)F,456.2821931,109.0524
[O-]C(C(CC)(F)F)=O,[O-]C([C](CC)F)=O,462.496783,110.5377
[O-]C(C(F)C(F)(F)F)=O,[O-]C([CH]C(F)(F)F)=O,440.1455145,105.1957
[O-]C(C(F)C(F)(F)F)=O,[O-]C(C(F)[C](F)F)=O,501.0395414,119.7495
CC(F)C([O-])=O,C[CH]C([O-])=O,449.8835045,107.5231
CC(F)(C)C([O-])=O,C[C](C)C([O-])=O,449.6630043,107.4704
[O-]C(/C=C/C(F)(F)F)=O,[O-]C(/C=C/[C](F)F)=O,446.4701453,106.7073
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)([C](CO)F)F)F)F)F)F,461.1444936,110.2145
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)C(F)(C(F)(C(F)(C(F)([C](C(CO)(F)F)F)F)F)F)F,450.0646744,107.5664
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)C(F)(C(F)(C(F)([C](C(F)(C(CO)(F)F)F)F)F)F)F,441.9492644,105.6268
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)C(F)(C(F)([C](C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,444.9605351,106.3465
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)C(F)([C](C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,454.1633833,108.546
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OCC(F)[C](C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,445.0132543,106.3591
OCC(F)C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,OC[CH]C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F,442.9521845,105.8665
O=C(N(CC)CC)C(F)(F)F,O=C(N(CC)CC)[C](F)F,481.581553,115.099
O=C(N(C)C)C(F)(F)F,O=C(N(C)C)[C](F)F,481.4187929,115.0601
O=C(NC)C(F)(F)F,O=C(NC)[C](F)F,482.3982822,115.2942
NC(C(F)(F)F)=O,NC([C](F)F)=O,479.9564626,114.7106
O=S(N)(C(F)(F)F)=O,O=S(N)([C](F)F)=O,495.906532,118.5227
OCC(F)(F)F,OC[C](F)F,516.2912906,123.3947
OC(C(F)(F)F)C(F)(F)F,OC(C(F)(F)F)[C](F)F,505.8077005,120.8891
[O-]C(C(F)(F)F)=O,[O-]C([C](F)F)=O,488.7337916,116.8084
NC(C(C(F)(F)F)(F)F)=O,NC([C](C(F)(F)F)F)=O,446.6462943,106.7494
NC(C(C(F)(F)F)(F)F)=O,NC(C([C](F)F)(F)F)=O,501.4202912,119.8405
[O-]C(CC(F)(F)F)=O,[O-]C(C[C](F)F)=O,508.5407309,121.5423
OCCC(F)(F)F,OCC[C](F)F,512.5971807,122.5118
OCC(C(F)(F)F)(F)F,OC[C](C(F)(F)F)F,474.6711533,113.4474
OCC(C(F)(F)F)(F)F,OCC([C](F)F)(F)F,500.3805514,119.592
[O-]C(C(C(F)(F)F)C(F)(F)F)=O,[O-]C(C(C(F)(F)F)[C](F)F)=O,501.9140108,119.9585
[O-]C(C(C([O-])=O)(F)F)=O,C(F)(C(=O)[O-])C(=O)[O-],448.8387437,107.2734
[O-]C(C(C(F)(F)F)(F)F)=O,[O-]C([C](C(F)(F)F)F)=O,447.1161647,106.8617
[O-]C(C(C(F)(F)F)(F)F)=O,[O-]C(C([C](F)F)(F)F)=O,498.8211508,119.2193
NC(C(C(C(F)(F)F)(F)F)(F)F)=O,NC([C](C(C(F)(F)F)(F)F)F)=O,439.1898743,104.9673
NC(C(C(C(F)(F)F)(F)F)(F)F)=O,NC(C([C](C(F)(F)F)F)(F)F)=O,459.8788143,109.912
NC(C(C(C(F)(F)F)(F)F)(F)F)=O,NC(C(C([C](F)F)(F)F)(F)F)=O,493.176012,117.8701
[O-]C(CCC(F)(F)F)=O,[O-]C(CC[C](F)F)=O,513.30889,122.6819
OCCCC(F)(F)F,OCCC[C](F)F,514.2302208,122.9021
OCCC(C(F)(F)F)(F)F,OCC[C](C(F)(F)F)F,472.5418833,112.9385
OCCC(C(F)(F)F)(F)F,OCCC([C](F)F)(F)F,504.5658704,120.5923
OCC(C(C(F)(F)F)(F)F)(F)F,OC[C](C(C(F)(F)F)(F)F)F,458.3323844,109.5424
OCC(C(C(F)(F)F)(F)F)(F)F,OCC([C](C(F)(F)F)F)(F)F,456.1612737,109.0235
OCC(C(C(F)(F)F)(F)F)(F)F,OCC(C([C](F)F)(F)F)(F)F,495.4132309,118.4048
O=C(CC(C(F)(F)F)C(F)(F)F)[O-],O=C(CC(C(F)(F)F)[C](F)F)[O-],502.478441,120.0934
[O-]C(CC(C([O-])=O)(F)F)=O,[O-]C(C[C](C([O-])=O)F)=O,449.9332948,107.535
[O-]C(C(F)(C(C([O-])=O)(F)F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(=O)[O-],446.2655445,106.6584
OCC(F)(C(CO)(F)F)F,OC[C](C(CO)(F)F)F,471.7962831,112.7603
OCC(F)(C(CO)(F)F)F,OCC(F)([C](CO)F)F,468.3594931,111.9389
OCC(C(F)C(F)(F)F)(F)F,OC[C](C(F)C(F)(F)F)F,464.5394429,111.0259
OCC(C(F)C(F)(F)F)(F)F,OCC([CH]C(F)(F)F)(F)F,436.4593543,104.3147
OCC(C(F)C(F)(F)F)(F)F,OCC(C(F)[C](F)F)(F)F,498.0282708,119.0298
[O-]C(C(C(C(F)(F)F)(F)F)(F)F)=O,[O-]C([C](C(C(F)(F)F)(F)F)F)=O,446.7906445,106.7839
[O-]C(C(C(C(F)(F)F)(F)F)(F)F)=O,[O-]C(C([C](C(F)(F)F)F)(F)F)=O,462.4863229,110.5352
[O-]C(C(C(C(F)(F)F)(F)F)(F)F)=O,[O-]C(C(C([C](F)F)(F)F)(F)F)=O,498.726591,119.1967
NC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,NC([C](C(C(C(F)(F)F)(F)F)(F)F)F)=O,438.0869551,104.7037
NC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,NC(C([C](C(C(F)(F)F)(F)F)F)(F)F)=O,451.5378833,107.9185
NC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C([C](C(F)(F)F)F)(F)F)(F)F)=O,452.6667437,108.1883
NC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C([C](F)F)(F)F)(F)F)(F)F)=O,496.836231,118.7449
[O-]C(CCCC(F)(F)F)=O,[O-]C(CCC[C](F)F)=O,514.8657801,123.054
[O-]C(CCC(C(F)(F)F)(F)F)=O,[C](F)(CCC(=O)[O-])C(F)(F)F,474.2381027,113.3439
[O-]C(CCC(C(F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)CCC(=O)[O-],504.5445316,120.5872
OCCCC(C(F)(F)F)(F)F,OCCC[C](C(F)(F)F)F,475.0468822,113.5372
OCCCC(C(F)(F)F)(F)F,OCCCC([C](F)F)(F)F,504.6470412,120.6117
OCCC(C(C(F)(F)F)(F)F)(F)F,OCC[C](C(C(F)(F)F)(F)F)F,462.5411341,110.5483
OCCC(C(C(F)(F)F)(F)F)(F)F,OCCC([C](C(F)(F)F)F)(F)F,462.4231435,110.5201
OCCC(C(C(F)(F)F)(F)F)(F)F,OCCC(C([C](F)F)(F)F)(F)F,494.3521524,118.1512
OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(F)(F)F)(F)F)(F)F)F,460.1545441,109.9779
OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(F)(F)F)(F)F)F)(F)F,451.1805642,107.8331
OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(F)(F)F)F)(F)F)(F)F,452.2650735,108.0923
OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](F)F)(F)F)(F)F)(F)F,496.1981613,118.5924
FC(/C(F)=C(F)/C([O-])=O)(C(F)(F)F)C(F)(F)F,FC(/C(F)=[C]/C([O-])=O)(C(F)(F)F)C(F)(F)F,464.0009539,110.8972
FC(/C(F)=C(F)/C([O-])=O)(C(F)(F)F)C(F)(F)F,FC(/[C]=C(F)/C([O-])=O)(C(F)(F)F)C(F)(F)F,460.9712734,110.1731
FC(/C(F)=C(F)/C([O-])=O)(C(F)(F)F)C(F)(F)F,F/C([C](C(F)(F)F)C(F)(F)F)=C(F)\C([O-])=O,346.1906895,82.7403
FC(/C(F)=C(F)/C([O-])=O)(C(F)(F)F)C(F)(F)F,FC(/C(F)=C(F)/C([O-])=O)(C(F)(F)F)[C](F)F,475.9343222,113.7493
[O-]C(CCC(F)(C(F)(F)F)C(F)(F)F)=O,[O-]C(CC[C](C(F)(F)F)C(F)(F)F)=O,423.8172057,101.2932
[O-]C(CCC(F)(C(F)(F)F)C(F)(F)F)=O,[O-]C(CCC(F)(C(F)(F)F)[C](F)F)=O,498.952112,119.2506
[O-]C(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)C(=O)[O-],457.7495443,109.4031
[O-]C(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(=O)[O-])C(F)(F)C(=O)[O-],464.4264732,110.9989
OCC(F)(C(F)(C(CO)(F)F)F)F,OC[C](C(F)(C(CO)(F)F)F)F,465.9360834,111.3597
OCC(F)(C(F)(C(CO)(F)F)F)F,OCC(F)([C](C(CO)(F)F)F)F,474.319692,113.3634
OCC(F)(C(F)(C(CO)(F)F)F)F,OCC(F)(C(F)([C](CO)F)F)F,469.7879325,112.2803
[O-]C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[O-]C([C](C(C(C(F)(F)F)(F)F)(F)F)F)=O,447.3107237,106.9082
[O-]C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C([C](C(C(F)(F)F)(F)F)F)(F)F)=O,456.195583,109.0317
[O-]C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C(C([C](C(F)(F)F)F)(F)F)(F)F)=O,454.5148446,108.63
[O-]C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C(C(C([C](F)F)(F)F)(F)F)(F)F)=O,494.0111512,118.0697
NC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC([C](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)=O,434.4505853,103.8346
NC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C([C](C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,450.8207347,107.7471
NC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C([C](C(C(F)(F)F)(F)F)F)(F)F)(F)F)=O,446.7960838,106.7852
NC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C([C](C(F)(F)F)F)(F)F)(F)F)(F)F)=O,453.4307537,108.3709
NC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C(C([C](F)F)(F)F)(F)F)(F)F)(F)F)=O,492.488152,117.7057
O=C([O-])C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F,[C](OC(F)(F)C(F)(F)C(F)(F)F)(C(=O)[O-])C(F)(F)F,432.5522756,103.3809
O=C([O-])C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F,[C](F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-],498.2801514,119.09
O=C([O-])C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F,[C](F)(OC(F)(C(=O)[O-])C(F)(F)F)C(F)(F)C(F)(F)F,470.3075932,112.4045
O=C([O-])C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F,[C](F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,464.163714,110.9361
O=C([O-])C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F,[C](F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,494.5517322,118.1989
OCC(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,[C](CO)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,449.2245144,107.3656
OCC(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,[C](F)(F)C(F)(CO)OC(F)(F)C(F)(F)C(F)(F)F,494.9588416,118.2962
OCC(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,[C](F)(OC(F)(CO)C(F)(F)F)C(F)(F)C(F)(F)F,466.6448638,111.5291
OCC(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,[C](F)(C(F)(F)F)C(F)(F)OC(F)(CO)C(F)(F)F,465.3821134,111.2273
OCC(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F,[C](F)(F)C(F)(F)C(F)(F)OC(F)(CO)C(F)(F)F,494.4467122,118.1738
[O-]C(CCC(C(C(F)(F)F)(F)F)(F)F)=O,[C](F)(CCC(=O)[O-])C(F)(F)C(F)(F)F,469.3494426,112.1755
[O-]C(CCC(C(C(F)(F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)F)C(F)(F)CCC(=O)[O-],464.4001136,110.9926
[O-]C(CCC(C(C(F)(F)F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)C(F)(F)CCC(=O)[O-],497.1433413,118.8183
OCCCC(C(C(F)(F)F)(F)F)(F)F,OCCC[C](C(C(F)(F)F)(F)F)F,469.1498628,112.1278
OCCCC(C(C(F)(F)F)(F)F)(F)F,OCCCC([C](C(F)(F)F)F)(F)F,463.5863132,110.7981
OCCCC(C(C(F)(F)F)(F)F)(F)F,OCCCC(C([C](F)F)(F)F)(F)F,496.655061,118.7016
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC([C](C([O-])=O)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,426.7970959,102.0054
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,[O-]C(C([C](C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F)(F)F)=O,395.9705879,94.6378
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC(C(C([O-])=O)(F)F)([C](F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,471.7544425,112.7503
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC(C(C([O-])=O)(F)F)(C(F)(F)F)[C](C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)F,396.4408767,94.7502
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C([C](F)F)(C(F)(F)F)C(F)(F)F)(F)F,480.0798925,114.7401
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C([C](F)F)(C(F)(F)F)C(F)(F)F)(F)F,476.4698823,113.8773
FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F,FC(C(C([O-])=O)(F)F)(C(F)(F)F)C(C([C](F)F)(C(F)(F)F)C(F)(F)F)(F)F,479.901233,114.6974
OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCC[C](C(C(C(F)(F)F)(F)F)(F)F)F,461.5147833,110.303
OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCCC([C](C(C(F)(F)F)(F)F)F)(F)F,455.2240434,108.7995
OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCCC(C([C](C(F)(F)F)F)(F)F)(F)F,453.4491636,108.3753
OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCCC(C(C([C](F)F)(F)F)(F)F)(F)F,497.0671913,118.8001
OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,463.9222935,110.8784
OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(C(F)(F)F)(F)F)(F)F)F)(F)F,451.8818133,108.0007
OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(C(F)(F)F)(F)F)F)(F)F)(F)F,451.8604746,107.9956
OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](C(F)(F)F)F)(F)F)(F)F)(F)F,454.2972733,108.578
OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C([C](F)F)(F)F)(F)F)(F)F)(F)F,492.6245524,117.7383
[O-]C(C(C(F)(C(OC(F)(F)F)(F)F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)OC(F)(F)F,444.2517547,106.1771
[O-]C(C(C(F)(C(OC(F)(F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)OC(F)(F)F)C(F)(F)C(=O)[O-],461.207673,110.2296
[O-]C(C(C(F)(C(OC(F)(F)F)(F)F)F)(F)F)=O,[C](F)(OC(F)(F)F)C(F)(F)C(F)(F)C(=O)[O-],473.4556828,113.1569
[O-]C(C(C(F)(C(OC(F)(F)F)(F)F)F)(F)F)=O,[C](F)(F)OC(F)(F)C(F)(F)C(F)(F)C(=O)[O-],502.2052216,120.0281
[O-]C(C(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],449.9412445,107.5369
[O-]C(C(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(=O)[O-],458.7210839,109.6353
OCC(F)(C(F)(C(F)(C(CO)(F)F)F)F)F,OCC(F)(C(F)(C(F)([C](CO)F)F)F)F,457.9859439,109.4596
OCC(F)(C(F)(C(F)(C(CO)(F)F)F)F)F,OCC(F)(C(F)([C](C(CO)(F)F)F)F)F,450.6634139,107.7095
[O-]C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,[O-]C([C](C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)F)=O,448.6471136,107.2276
[O-]C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,[O-]C(C([C](C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,450.902324,107.7666
[O-]C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)([C](C(C(F)(F)F)(F)F)F)F)(F)F)=O,448.4132245,107.1717
[O-]C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C([C](C(F)(F)F)F)(F)F)F)(F)F)=O,453.632844,108.4192
[O-]C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C(C([C](F)F)(F)F)(F)F)F)(F)F)=O,493.0789418,117.8469
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC([C](C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)=O,439.2212548,104.9748
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C([C](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)(F)F)=O,451.5926945,107.9316
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C([C](C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,447.738335,107.0104
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C([C](C(C(F)(F)F)(F)F)F)(F)F)(F)F)(F)F)=O,445.9504845,106.5831
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C(C([C](C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)=O,453.2441445,108.3263
NC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,NC(C(C(C(C(C([C](F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,492.530411,117.7158
O=C(C(OC(F)(C(OC(F)(F)F)(F)F)F)(F)F)[O-],[C](F)(OC(F)(F)C(F)(F)OC(F)(F)F)C(=O)[O-],478.4179824,114.3429
O=C(C(OC(F)(C(OC(F)(F)F)(F)F)F)(F)F)[O-],[C](F)(OC(F)(F)C(=O)[O-])C(F)(F)OC(F)(F)F,476.6640229,113.9237
O=C(C(OC(F)(C(OC(F)(F)F)(F)F)F)(F)F)[O-],[C](F)(OC(F)(F)F)C(F)(F)OC(F)(F)C(=O)[O-],466.4323134,111.4783
O=C(C(OC(F)(C(OC(F)(F)F)(F)F)F)(F)F)[O-],[C](F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-],503.1951711,120.2647
[O-]C(CCC(F)(C(C(C(F)(F)F)(F)F)(F)F)F)=O,[C](F)(CCC(=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,464.0352633,110.9054
[O-]C(CCC(F)(C(C(C(F)(F)F)(F)F)(F)F)F)=O,[C](F)(C(F)(F)CCC(=O)[O-])C(F)(F)C(F)(F)F,456.0587641,108.999
[O-]C(CCC(F)(C(C(C(F)(F)F)(F)F)(F)F)F)=O,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)CCC(=O)[O-],457.8574931,109.4289
[O-]C(CCC(F)(C(C(C(F)(F)F)(F)F)(F)F)F)=O,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)[O-],494.1529909,118.1036
OCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,OCCC[C](C(C(C(F)(F)F)(F)F)(F)F)F,464.0800327,110.9161
